epoch,time,loss,accuracy,val_loss,val_accuracy,gpu_power_W,gpu_temp_C,gpu_util_%
pre,2023-03-01 22:15:28,0,0,0,0,108.21,46,0
0,2023-03-01 22:20:37,5.164569,0.019244,11168.039062,0.0268,128.90,47,19
1,2023-03-01 22:25:39,4.372566,0.029978,16170.19043,0.0284,133.29,47,0
2,2023-03-01 22:30:36,4.209754,0.045444,19215.441406,0.0328,131.25,47,11
3,2023-03-01 22:35:33,4.137799,0.050933,15525.436523,0.042,131.07,47,1
4,2023-03-01 22:40:34,4.038763,0.066244,36599.550781,0.06,128.77,48,5
5,2023-03-01 22:45:37,3.957411,0.076533,35807.191406,0.0584,130.76,48,7
6,2023-03-01 22:50:40,3.89055,0.086444,51217.855469,0.0556,129.06,48,0
7,2023-03-01 22:55:41,3.832299,0.095378,58052.261719,0.0596,131.53,49,6
8,2023-03-01 23:00:42,3.787817,0.102956,101333.195312,0.0692,130.34,48,0
9,2023-03-01 23:05:40,3.753617,0.106311,74542.9375,0.076,128.38,47,0
10,2023-03-01 23:10:40,3.72525,0.111444,113687.796875,0.0752,131.85,47,0
11,2023-03-01 23:15:41,3.706264,0.113933,145488.25,0.074,131.81,47,0
12,2023-03-01 23:20:41,3.6955,0.115689,115024.804688,0.0764,129.76,47,0
13,2023-03-01 23:25:40,3.688584,0.117156,155311.515625,0.0748,132.57,47,11
14,2023-03-01 23:30:40,3.681139,0.118533,168580.75,0.0716,130.93,46,0
15,2023-03-01 23:35:41,3.674626,0.118844,140750.78125,0.0712,131.94,48,0
16,2023-03-01 23:40:40,3.673558,0.119867,161308.75,0.0692,133.85,48,4
17,2023-03-01 23:45:40,3.670691,0.120267,206631.734375,0.0656,130.18,48,7
18,2023-03-01 23:50:42,3.670014,0.119778,176716.0625,0.068,127.86,48,0
19,2023-03-01 23:55:41,3.673063,0.120378,120011.453125,0.076,130.78,48,0
20,2023-03-02 00:00:43,3.669627,0.119978,164313.9375,0.0792,129.93,48,0
21,2023-03-02 00:05:43,3.667233,0.121133,162793.34375,0.0804,129.34,47,0
22,2023-03-02 00:10:42,3.672172,0.1216,222619.03125,0.0716,131.30,47,0
23,2023-03-02 00:15:44,3.669523,0.120689,217581.359375,0.0728,129.67,46,0
24,2023-03-02 00:20:40,3.668571,0.120578,158233.4375,0.0704,129.51,47,0
25,2023-03-02 00:25:39,3.668436,0.120356,160384.59375,0.0816,130.23,47,0
26,2023-03-02 00:30:38,3.668539,0.120911,121244.710938,0.076,127.26,46,0
27,2023-03-02 00:35:39,3.667296,0.121067,168348.21875,0.084,131.25,47,5
28,2023-03-02 00:40:39,3.671462,0.120378,137454.59375,0.0756,129.72,47,3
29,2023-03-02 00:45:40,3.668979,0.120667,136653.375,0.0684,130.10,48,0
30,2023-03-02 00:50:39,3.668783,0.120689,190065.8125,0.074,127.24,47,0
31,2023-03-02 00:55:39,3.671071,0.120244,147929.875,0.0664,128.48,48,0
32,2023-03-02 01:00:39,3.670378,0.1208,194650.828125,0.0712,126.36,48,0
33,2023-03-02 01:05:42,3.672498,0.120156,152661.15625,0.0732,129.13,47,2
34,2023-03-02 01:10:41,3.667797,0.120244,172486.53125,0.072,128.16,47,0
35,2023-03-02 01:15:39,3.668908,0.120156,153529.46875,0.0728,127.18,47,0
36,2023-03-02 01:20:40,3.670044,0.120422,144170.5,0.0764,125.25,46,0
37,2023-03-02 01:25:43,3.668157,0.1208,154866.203125,0.0836,131.22,46,0
38,2023-03-02 01:30:43,3.668802,0.120556,225283.453125,0.0712,131.23,47,0
39,2023-03-02 01:35:41,3.670967,0.120356,157711.84375,0.0664,133.35,47,7
40,2023-03-02 01:40:40,3.669883,0.120311,157980.34375,0.076,141.54,49,0
41,2023-03-02 01:45:42,3.669998,0.120511,183059.03125,0.0696,130.48,48,0
42,2023-03-02 01:50:42,3.670487,0.120622,141071.75,0.0712,133.53,48,7
43,2023-03-02 01:55:43,3.668394,0.121333,179794.15625,0.0748,131.94,48,0
44,2023-03-02 02:00:41,3.670301,0.120644,138904.0625,0.0728,128.80,47,0
45,2023-03-02 02:05:40,3.669051,0.120533,138403.421875,0.0732,128.89,47,0
46,2023-03-02 02:10:40,3.667406,0.120756,168445.5625,0.0696,130.78,47,0
47,2023-03-02 02:15:37,3.66973,0.120778,197282.578125,0.074,127.70,46,0
48,2023-03-02 02:20:33,3.67011,0.120822,144129.9375,0.0828,128.98,46,0
49,2023-03-02 02:25:31,3.668286,0.120956,144960.4375,0.0824,128.27,46,0
post,2023-03-02 02:25:37,0,0,0,0,106.73,45,0
