epoch,time,loss,accuracy,val_loss,val_accuracy,gpu_power_W,gpu_temp_C,gpu_util_%
pre,2023-03-01 03:45:29,0,0,0,0,109.17,48,0
0,2023-03-01 03:46:30,5.131755,0.048884,67.983704,0.042468,144.49,52,2
1,2023-03-01 03:46:49,4.294443,0.107028,5.59187,0.102364,189.18,55,55
2,2023-03-01 03:47:08,3.980084,0.142871,6.929,0.178085,189.05,56,37
3,2023-03-01 03:47:26,3.572737,0.187976,47.733665,0.19972,189.93,57,52
4,2023-03-01 03:47:45,3.300271,0.23298,3.14112,0.222556,186.38,57,4
5,2023-03-01 03:48:04,3.157006,0.259587,3.247953,0.261619,186.26,58,29
6,2023-03-01 03:48:23,3.025893,0.273979,5.739598,0.270032,185.68,58,7
7,2023-03-01 03:48:42,2.750151,0.319483,4.156646,0.352364,187.44,59,11
8,2023-03-01 03:49:01,2.567694,0.359056,6.726583,0.384415,189.52,59,0
9,2023-03-01 03:49:20,2.456814,0.378179,4.859392,0.41246,186.98,59,24
10,2023-03-01 03:49:39,2.326133,0.404435,14.748701,0.413662,186.24,59,0
11,2023-03-01 03:49:58,2.239611,0.426287,2.218987,0.419471,184.14,60,28
12,2023-03-01 03:50:17,2.066451,0.455797,3.85222,0.456731,188.39,60,23
13,2023-03-01 03:50:36,1.919784,0.486725,8.149354,0.505609,187.89,60,0
14,2023-03-01 03:50:54,1.755846,0.524655,25.995342,0.524439,192.58,60,23
15,2023-03-01 03:51:13,1.625342,0.5545,4.864954,0.58774,190.17,60,9
16,2023-03-01 03:51:33,1.454185,0.596491,11.757171,0.641384,158.78,59,25
17,2023-03-01 03:51:52,1.303036,0.635112,13.203167,0.694984,184.35,60,0
18,2023-03-01 03:52:12,1.139226,0.6758,10.457361,0.691106,183.08,60,17
19,2023-03-01 03:52:31,0.988243,0.716735,9.997669,0.739383,185.93,60,17
20,2023-03-01 03:52:50,0.838946,0.757659,6.938982,0.760216,188.13,60,22
21,2023-03-01 03:53:09,0.71301,0.79295,17.30624,0.795673,188.16,60,0
22,2023-03-01 03:53:28,0.604285,0.823663,9.03989,0.826522,190.59,61,28
23,2023-03-01 03:53:47,0.521999,0.850521,10.172507,0.832131,192.98,61,43
24,2023-03-01 03:54:06,0.439818,0.872497,7.829879,0.845152,191.04,60,33
25,2023-03-01 03:54:25,0.370094,0.892571,11.93141,0.879207,183.87,60,11
26,2023-03-01 03:54:44,0.30844,0.91212,10.310336,0.865785,192.49,61,39
27,2023-03-01 03:55:03,0.273466,0.922882,16.43634,0.88762,189.76,61,24
28,2023-03-01 03:55:22,0.249145,0.929465,8.02544,0.890425,189.94,61,32
29,2023-03-01 03:55:41,0.219811,0.93785,25.824585,0.873397,189.91,61,32
30,2023-03-01 03:56:00,0.247423,0.931393,24.591263,0.875801,193.27,61,48
31,2023-03-01 03:56:18,0.220586,0.936799,4.620514,0.905048,190.93,61,1
32,2023-03-01 03:56:37,0.182107,0.949665,3.198511,0.910657,186.73,61,0
33,2023-03-01 03:56:56,0.177211,0.949164,4.375865,0.91867,189.17,60,31
34,2023-03-01 03:57:15,0.140201,0.960002,8.046787,0.910657,189.37,60,32
35,2023-03-01 03:57:34,0.12246,0.964357,10.052442,0.926683,189.13,60,37
36,2023-03-01 03:57:53,0.124496,0.964608,24.10788,0.912861,187.09,60,0
37,2023-03-01 03:58:12,0.09804,0.972192,4.3962,0.932492,189.56,60,14
38,2023-03-01 03:58:32,0.093542,0.973168,7.426312,0.934295,187.33,60,45
39,2023-03-01 03:58:51,0.105923,0.97084,17.002335,0.928285,189.26,60,34
40,2023-03-01 03:59:10,0.074051,0.9788,8.854357,0.91847,192.98,60,39
41,2023-03-01 03:59:29,0.070081,0.980602,5.802449,0.950321,188.88,60,0
42,2023-03-01 03:59:48,0.054945,0.985282,5.228123,0.955529,187.12,60,0
43,2023-03-01 04:00:07,0.045057,0.987575,9.626476,0.94391,186.43,60,0
44,2023-03-01 04:00:26,0.041504,0.989325,7.290923,0.952925,186.20,60,25
45,2023-03-01 04:00:45,0.050941,0.986625,17.115355,0.945913,186.01,60,17
46,2023-03-01 04:01:04,0.038299,0.989963,28.31605,0.944111,188.40,60,2
47,2023-03-01 04:01:23,0.026137,0.993217,10.194746,0.953125,184.53,60,17
48,2023-03-01 04:01:42,0.024025,0.993467,4.230688,0.960337,189.62,60,35
49,2023-03-01 04:02:01,0.022394,0.994325,14.417683,0.959535,189.23,60,0
post,2023-03-01 04:02:06,0,0,0,0,112.03,53,0
