epoch,time,loss,accuracy,val_loss,val_accuracy,gpu_power_W,gpu_temp_C,gpu_util_%
pre,2023-02-27 03:35:27,0,0,0,0,107.15,46,0
0,2023-02-27 03:41:52,4.842554,0.01245,14.292426,0.0126,116.14,43,0
1,2023-02-27 03:48:03,4.55338,0.017,6.307425,0.0214,118.54,44,0
2,2023-02-27 03:54:19,4.485205,0.0237,14.449072,0.0298,118.00,44,6
3,2023-02-27 04:00:32,4.421495,0.03115,35.570198,0.0282,117.04,44,0
4,2023-02-27 04:06:45,4.374442,0.036625,4.548274,0.0482,117.26,43,6
5,2023-02-27 04:12:56,4.299665,0.045425,37.238102,0.061,116.93,43,4
6,2023-02-27 04:19:08,4.218892,0.05475,20.03446,0.0572,118.11,42,8
7,2023-02-27 04:25:17,4.19171,0.058925,17.158123,0.061,117.43,42,0
8,2023-02-27 04:31:29,4.173101,0.0606,72.83387,0.0652,116.11,43,0
9,2023-02-27 04:37:41,4.122111,0.069,22.893717,0.0858,118.56,44,0
10,2023-02-27 04:43:53,4.078866,0.072475,27.054878,0.0898,118.37,44,0
11,2023-02-27 04:50:04,4.07934,0.07335,13.677269,0.0698,117.46,45,0
12,2023-02-27 04:56:12,4.072005,0.073125,23.837772,0.0712,117.40,45,6
13,2023-02-27 05:02:26,4.024128,0.0827,4.38527,0.0666,117.02,44,3
14,2023-02-27 05:08:40,3.953089,0.091125,26.909369,0.0754,117.12,43,0
15,2023-02-27 05:14:52,3.983003,0.087825,8.209195,0.0784,117.19,43,4
16,2023-02-27 05:21:04,4.011965,0.082575,25.056286,0.0772,116.59,43,2
17,2023-02-27 05:27:14,3.932899,0.095525,6.213587,0.0866,116.89,43,0
18,2023-02-27 05:33:25,3.874037,0.103675,14.052869,0.101,117.23,43,0
19,2023-02-27 05:39:38,3.828384,0.110825,13.881674,0.1136,117.98,44,0
20,2023-02-27 05:45:50,3.79609,0.114325,12.810388,0.1226,117.01,45,0
21,2023-02-27 05:51:59,3.754998,0.120725,21.118706,0.114,117.68,45,0
22,2023-02-27 05:58:09,3.697605,0.130925,49.731945,0.1124,116.86,45,1
23,2023-02-27 06:04:20,3.720675,0.12545,13.884915,0.1238,116.91,44,3
24,2023-02-27 06:10:33,3.684156,0.1326,38.859844,0.1312,115.54,44,0
25,2023-02-27 06:16:45,3.658369,0.137525,27.237993,0.111,118.37,44,0
26,2023-02-27 06:23:01,3.593591,0.1468,69.015259,0.1324,115.96,43,0
27,2023-02-27 06:29:12,3.581002,0.147925,124.402779,0.1236,115.98,43,0
28,2023-02-27 06:35:23,3.641326,0.13705,236.456253,0.0984,116.56,45,0
29,2023-02-27 06:41:36,3.559378,0.151825,51.31773,0.1296,119.12,45,0
30,2023-02-27 06:47:50,3.509525,0.15935,149.612778,0.0886,118.26,45,0
31,2023-02-27 06:54:03,3.573311,0.1508,31.432812,0.1428,118.48,45,2
32,2023-02-27 07:00:12,3.533006,0.155525,57.283787,0.135,119.06,45,0
33,2023-02-27 07:06:23,3.474405,0.165425,35.737293,0.1508,116.64,44,2
34,2023-02-27 07:12:35,3.495818,0.163275,33.689503,0.158,116.36,44,0
35,2023-02-27 07:18:46,3.427134,0.173925,110.425789,0.134,117.26,44,0
36,2023-02-27 07:24:59,3.397846,0.1809,254.850006,0.0882,115.52,43,0
37,2023-02-27 07:31:10,3.467381,0.167,15.490942,0.1416,115.52,44,0
38,2023-02-27 07:37:27,3.479189,0.1666,15.941314,0.1276,119.10,45,2
39,2023-02-27 07:43:37,3.398479,0.1772,24.23768,0.1294,116.89,46,0
40,2023-02-27 07:49:51,3.583277,0.153225,478.089203,0.1122,117.96,46,0
41,2023-02-27 07:55:58,3.450791,0.1706,55.920925,0.1502,118.11,46,0
42,2023-02-27 08:02:12,3.368732,0.183875,26.456915,0.1456,117.20,45,0
43,2023-02-27 08:08:23,3.44152,0.175325,17.590282,0.1502,116.30,44,0
44,2023-02-27 08:14:39,3.347543,0.1901,59.821606,0.1486,115.78,44,0
45,2023-02-27 08:20:52,3.275422,0.199825,104.271912,0.1424,116.18,44,2
46,2023-02-27 08:27:02,3.214073,0.21055,108.709587,0.1458,117.11,43,0
47,2023-02-27 08:33:12,3.147833,0.2239,163.592453,0.1528,118.03,44,0
48,2023-02-27 08:39:23,3.114084,0.228525,290.199097,0.153,116.87,45,0
49,2023-02-27 08:45:35,3.05375,0.241625,85.408463,0.1512,116.74,46,0
post,2023-02-27 08:45:40,0,0,0,0,106.78,45,0
