epoch,time,loss,accuracy,val_loss,val_accuracy,gpu_power_W,gpu_temp_C,gpu_util_%
pre,2023-02-28 15:00:53,0,0,0,0,105.85,44,0
0,2023-02-28 15:02:13,4.953067,0.052094,5.238055,0.060897,136.02,51,20
1,2023-02-28 15:02:50,4.875556,0.046825,4.767179,0.060897,155.11,54,25
2,2023-02-28 15:03:27,4.541582,0.063189,4.75481,0.067308,156.81,56,19
3,2023-02-28 15:04:03,4.636949,0.044068,10.655564,0.034856,158.23,57,37
4,2023-02-28 15:04:40,4.51831,0.052561,4.443378,0.042468,159.08,57,0
5,2023-02-28 15:05:17,4.407738,0.065301,8.237546,0.079327,159.71,58,33
6,2023-02-28 15:05:55,4.256665,0.082704,4.614015,0.094758,137.38,57,0
7,2023-02-28 15:06:31,4.261305,0.082866,4.496061,0.044471,160.52,58,11
8,2023-02-28 15:07:09,4.206051,0.08469,4.326254,0.094952,160.44,59,0
9,2023-02-28 15:07:46,4.064839,0.106212,4.110815,0.128606,160.55,59,24
10,2023-02-28 15:08:23,3.978664,0.121976,4.117902,0.120994,160.58,59,0
11,2023-02-28 15:09:00,3.909681,0.137518,4.467597,0.151042,160.71,59,0
12,2023-02-28 15:09:37,3.864707,0.145433,5.196521,0.147837,160.57,59,34
13,2023-02-28 15:10:13,3.79285,0.157551,4.146851,0.174679,160.86,59,23
14,2023-02-28 15:10:50,3.750469,0.165977,3.750966,0.174679,160.55,59,0
15,2023-02-28 15:11:27,3.720035,0.171647,4.290943,0.199519,161.06,59,7
16,2023-02-28 15:12:04,3.661152,0.183498,4.163231,0.149038,161.03,59,2
17,2023-02-28 15:12:41,3.63925,0.19128,4.223422,0.195112,161.47,59,14
18,2023-02-28 15:13:18,3.590117,0.198928,3.895882,0.205929,161.03,59,0
19,2023-02-28 15:13:55,3.588334,0.200329,3.66074,0.227016,161.39,59,0
20,2023-02-28 15:14:32,3.51325,0.216204,4.531929,0.210737,161.07,59,5
21,2023-02-28 15:15:09,3.482687,0.221607,3.721905,0.245192,160.54,59,9
22,2023-02-28 15:15:45,3.479099,0.222741,3.795235,0.239583,161.14,59,30
23,2023-02-28 15:16:22,3.43031,0.233991,3.987226,0.250801,161.20,59,0
24,2023-02-28 15:16:59,3.407929,0.240706,3.610705,0.270433,161.37,59,0
25,2023-02-28 15:17:36,3.403438,0.239506,3.86465,0.271234,161.29,59,0
26,2023-02-28 15:18:13,3.347816,0.252312,3.984648,0.265625,160.06,59,12
27,2023-02-28 15:18:50,3.339968,0.25547,3.479569,0.286058,161.11,59,25
28,2023-02-28 15:19:27,3.289788,0.269833,3.88424,0.272837,158.45,59,18
29,2023-02-28 15:20:04,3.257864,0.275013,3.765213,0.297276,158.38,59,24
30,2023-02-28 15:20:41,3.26089,0.274235,3.322338,0.302484,158.39,59,0
31,2023-02-28 15:21:18,3.210315,0.285241,3.365521,0.309696,158.06,58,0
32,2023-02-28 15:21:54,3.207783,0.286442,4.611168,0.308494,157.84,58,25
33,2023-02-28 15:22:31,3.198931,0.288821,3.329308,0.322917,158.02,59,0
34,2023-02-28 15:23:08,3.170967,0.29518,3.465624,0.327724,157.68,58,17
35,2023-02-28 15:23:45,3.17666,0.297981,3.473326,0.325321,157.59,58,11
36,2023-02-28 15:24:22,3.138489,0.305474,3.684955,0.323317,157.91,58,17
37,2023-02-28 15:24:59,3.12633,0.309076,3.420563,0.328926,157.58,58,0
38,2023-02-28 15:25:36,3.103331,0.312945,3.309217,0.341747,157.84,58,4
39,2023-02-28 15:26:13,3.087835,0.319059,4.049602,0.339343,158.18,58,0
40,2023-02-28 15:26:50,3.08451,0.321438,3.887794,0.339343,158.15,58,0
41,2023-02-28 15:27:27,3.065259,0.322835,3.842834,0.345353,158.40,58,9
42,2023-02-28 15:28:03,3.04914,0.328175,3.630342,0.35016,157.99,58,22
43,2023-02-28 15:28:40,3.034931,0.332177,4.066054,0.341747,158.13,58,19
44,2023-02-28 15:29:17,3.029144,0.332889,3.891433,0.353365,158.23,58,18
45,2023-02-28 15:29:54,3.014214,0.339448,4.009353,0.356571,158.41,58,12
46,2023-02-28 15:30:31,3.022253,0.336615,3.626004,0.354968,158.20,58,0
47,2023-02-28 15:31:08,2.993814,0.344339,3.53814,0.359375,158.39,58,32
48,2023-02-28 15:31:45,2.983939,0.344806,3.573043,0.375,158.17,58,0
49,2023-02-28 15:32:22,2.979284,0.350965,3.929479,0.385417,158.05,58,0
post,2023-02-28 15:32:27,0,0,0,0,111.67,54,0
