epoch,time,loss,accuracy,val_loss,val_accuracy,gpu_power_W,gpu_temp_C,gpu_util_%
pre,2023-03-01 17:54:16,0,0,0,0,106.28,44,0
0,2023-03-01 17:59:28,4.64771,0.011533,4.604881,0.0112,114.80,46,4
1,2023-03-01 18:03:40,4.605169,0.009956,4.605194,0.0112,114.46,46,2
2,2023-03-01 18:07:56,4.605169,0.009867,4.60495,0.0132,114.83,46,0
3,2023-03-01 18:12:10,4.605172,0.009556,4.605125,0.0096,115.13,46,0
4,2023-03-01 18:16:29,4.605155,0.010111,4.604525,0.0112,116.29,46,0
5,2023-03-01 18:20:44,4.605134,0.009,4.604907,0.0088,115.24,46,0
6,2023-03-01 18:25:00,4.605168,0.010378,4.605113,0.0104,114.12,46,0
7,2023-03-01 18:29:13,4.605158,0.010511,4.605069,0.0116,113.67,46,0
8,2023-03-01 18:33:24,4.605203,0.010133,4.605119,0.0096,112.70,45,0
9,2023-03-01 18:37:39,4.60515,0.009644,4.605144,0.012,113.17,45,0
10,2023-03-01 18:41:55,4.605124,0.009156,4.605025,0.0116,113.36,45,0
11,2023-03-01 18:46:08,4.605147,0.009822,4.605007,0.01,113.53,45,3
12,2023-03-01 18:50:22,4.605145,0.010133,4.6051,0.008,113.18,45,0
13,2023-03-01 18:54:36,4.605138,0.010111,4.605082,0.0136,112.73,45,0
14,2023-03-01 18:58:48,4.605208,0.009622,4.605038,0.008,112.56,45,0
15,2023-03-01 19:03:01,4.605116,0.009622,4.605338,0.0108,113.11,45,0
16,2023-03-01 19:07:17,4.605152,0.009956,4.605019,0.014,113.00,45,0
17,2023-03-01 19:11:29,4.605164,0.010533,4.605088,0.0108,113.69,45,0
18,2023-03-01 19:15:48,4.605194,0.010889,4.605025,0.0092,113.02,45,0
19,2023-03-01 19:20:03,4.605164,0.009578,4.605257,0.008,112.49,45,0
20,2023-03-01 19:24:18,4.605193,0.009378,4.605088,0.0108,112.96,45,0
21,2023-03-01 19:28:29,4.605187,0.010667,4.605132,0.0108,112.96,45,0
22,2023-03-01 19:32:46,4.605149,0.009711,4.605069,0.0116,111.69,45,0
23,2023-03-01 19:37:02,4.605171,0.009822,4.604957,0.0092,113.30,45,0
24,2023-03-01 19:41:16,4.605142,0.009689,4.605056,0.0112,113.18,45,0
25,2023-03-01 19:45:27,4.605121,0.010111,4.605206,0.012,112.52,45,0
26,2023-03-01 19:49:40,4.605181,0.009733,4.604975,0.0108,113.39,45,0
27,2023-03-01 19:53:56,4.605149,0.009733,4.6046,0.0136,112.93,45,0
28,2023-03-01 19:58:12,4.605145,0.010022,4.604944,0.0128,112.71,45,0
29,2023-03-01 20:02:29,4.605159,0.010156,4.60505,0.0116,112.58,45,0
30,2023-03-01 20:06:48,4.605163,0.009711,4.605019,0.0116,112.62,45,0
31,2023-03-01 20:11:03,4.605158,0.010133,4.605038,0.0132,112.94,45,0
32,2023-03-01 20:15:17,4.605165,0.010244,4.60505,0.0104,112.90,45,0
33,2023-03-01 20:19:32,4.605155,0.009933,4.605138,0.0112,112.84,45,0
34,2023-03-01 20:23:49,4.605185,0.009289,4.604825,0.012,112.33,45,0
35,2023-03-01 20:28:04,4.605162,0.010644,4.605244,0.0092,112.45,45,0
36,2023-03-01 20:32:20,4.605152,0.0092,4.605106,0.0104,112.19,45,0
37,2023-03-01 20:36:40,4.60522,0.0102,4.605319,0.0084,111.55,45,0
38,2023-03-01 20:40:56,4.605141,0.009644,4.604957,0.0116,112.55,45,0
39,2023-03-01 20:45:16,4.605177,0.010267,4.605119,0.0068,111.39,45,0
40,2023-03-01 20:49:35,4.605167,0.009578,4.6052,0.0136,111.79,45,0
41,2023-03-01 20:53:50,4.605168,0.009467,4.604813,0.0072,112.54,45,0
42,2023-03-01 20:58:07,4.60517,0.010533,4.605019,0.0116,112.37,45,0
43,2023-03-01 21:02:24,4.605156,0.010289,4.605219,0.012,111.78,44,0
44,2023-03-01 21:06:43,4.605189,0.0102,4.605075,0.0104,109.98,43,0
45,2023-03-01 21:11:01,4.605144,0.01,4.605013,0.0108,111.12,42,0
46,2023-03-01 21:15:20,4.605159,0.011089,4.604988,0.0096,111.50,42,0
47,2023-03-01 21:19:37,4.60516,0.010311,4.605244,0.0116,110.85,42,0
48,2023-03-01 21:23:50,4.605165,0.008911,4.604607,0.012,111.11,41,0
49,2023-03-01 21:28:03,4.605098,0.010422,4.605088,0.0104,110.52,41,0
post,2023-03-01 21:28:09,0,0,0,0,105.05,41,0
