epoch,time,loss,accuracy,val_loss,val_accuracy,gpu_power_W,gpu_temp_C,gpu_util_%
pre,2023-03-01 08:00:08,0,0,0,0,108.88,52,0
0,2023-03-01 08:01:04,4.345851,0.07146,4.63126,0.010817,117.68,49,25
1,2023-03-01 08:01:51,3.743231,0.116306,4.22496,0.065304,121.83,47,3
2,2023-03-01 08:02:38,3.619771,0.134805,4.162735,0.072516,122.10,47,6
3,2023-03-01 08:03:25,3.530712,0.149168,3.931716,0.091747,120.60,46,13
4,2023-03-01 08:04:12,3.464755,0.160619,4.032527,0.08734,119.58,45,22
5,2023-03-01 08:04:59,3.41049,0.170202,5.200371,0.021234,123.15,45,19
6,2023-03-01 08:05:46,3.371049,0.177276,4.542212,0.055645,123.38,45,22
7,2023-03-01 08:06:33,3.348876,0.183031,4.864283,0.044071,122.72,45,8
8,2023-03-01 08:07:19,3.33376,0.182697,5.530549,0.028846,122.40,45,4
9,2023-03-01 08:08:06,3.322662,0.186299,4.513422,0.030048,121.50,45,7
10,2023-03-01 08:08:53,3.31205,0.189612,7.969151,0.013622,121.33,45,18
11,2023-03-01 08:09:40,3.30431,0.189301,5.04993,0.027644,121.04,45,18
12,2023-03-01 08:10:26,3.304478,0.189234,6.054637,0.029247,120.23,44,6
13,2023-03-01 08:11:13,3.305055,0.191636,9.854167,0.011218,119.63,44,14
14,2023-03-01 08:12:00,3.293609,0.191035,5.014523,0.022837,120.80,45,7
15,2023-03-01 08:12:47,3.292238,0.191747,9.867288,0.024439,121.37,44,10
16,2023-03-01 08:13:33,3.295092,0.192614,7.777644,0.01242,119.05,44,23
17,2023-03-01 08:14:20,3.290051,0.190124,5.495243,0.020433,117.66,44,0
18,2023-03-01 08:15:07,3.280483,0.194237,7.240284,0.023638,120.29,44,15
19,2023-03-01 08:15:53,3.283129,0.194192,9.015171,0.012097,120.05,44,0
20,2023-03-01 08:16:40,3.27621,0.194148,7.534154,0.01883,120.50,44,18
21,2023-03-01 08:17:27,3.270275,0.196927,7.309646,0.010016,120.48,44,17
22,2023-03-01 08:18:15,3.27213,0.194259,7.734275,0.014824,119.80,44,12
23,2023-03-01 08:19:01,3.271651,0.192258,8.396434,0.021635,120.21,44,3
24,2023-03-01 08:19:48,3.275871,0.196082,9.752004,0.020032,118.48,44,0
25,2023-03-01 08:20:35,3.274866,0.196749,9.736077,0.010417,118.83,44,0
26,2023-03-01 08:21:21,3.266448,0.197172,8.579377,0.012019,119.88,44,16
27,2023-03-01 08:22:08,3.270007,0.194837,8.571565,0.008413,118.98,44,10
28,2023-03-01 08:22:55,3.26424,0.196816,6.747396,0.017228,120.83,44,6
29,2023-03-01 08:23:42,3.274729,0.193414,8.330078,0.010817,119.64,44,4
30,2023-03-01 08:24:29,3.273379,0.19646,9.016226,0.011218,120.33,44,13
31,2023-03-01 08:25:16,3.269269,0.194948,22.169071,0.010417,118.88,44,11
32,2023-03-01 08:26:02,3.260399,0.198728,7.155399,0.019631,119.83,44,11
33,2023-03-01 08:26:49,3.257693,0.19735,12.988482,0.010817,119.12,44,15
34,2023-03-01 08:27:36,3.258896,0.198261,5.791466,0.011218,119.07,44,11
35,2023-03-01 08:28:23,3.268225,0.194837,6.539163,0.017628,120.42,44,0
36,2023-03-01 08:29:10,3.262962,0.19377,11.046174,0.011218,117.46,44,0
37,2023-03-01 08:29:56,3.264153,0.197216,15.473858,0.015224,119.03,44,13
38,2023-03-01 08:30:43,3.262554,0.197235,7.953576,0.024439,117.53,44,7
39,2023-03-01 08:31:30,3.26641,0.197061,11.051783,0.008814,125.91,44,17
40,2023-03-01 08:32:17,3.276366,0.193481,11.565305,0.009615,118.80,44,0
41,2023-03-01 08:33:03,3.276273,0.191501,8.588592,0.014423,118.86,44,8
42,2023-03-01 08:33:50,3.271516,0.192547,5.227715,0.018429,119.07,45,0
43,2023-03-01 08:34:37,3.266918,0.194104,11.882312,0.015224,121.02,45,0
44,2023-03-01 08:35:24,3.275334,0.195237,9.265124,0.009215,118.22,45,6
45,2023-03-01 08:36:10,3.272192,0.191569,6.054838,0.024038,120.86,45,15
46,2023-03-01 08:36:57,3.269095,0.195212,13.328325,0.01242,118.12,45,0
47,2023-03-01 08:37:43,3.272063,0.19457,10.259315,0.010817,121.23,45,5
48,2023-03-01 08:38:30,3.276049,0.192925,6.763221,0.018429,120.89,45,13
49,2023-03-01 08:39:17,3.274954,0.192814,11.202424,0.010016,119.67,45,11
post,2023-03-01 08:39:22,0,0,0,0,106.35,44,0
