epoch,time,loss,accuracy,val_loss,val_accuracy,gpu_power_W,gpu_temp_C,gpu_util_%
pre,2023-02-26 17:51:25,0,0,0,0,108.03,47,0
0,2023-02-26 17:52:28,4.493661,0.079232,3.909893,0.135417,123.05,45,0
1,2023-02-26 17:53:18,3.883218,0.1243,4.005146,0.137821,121.41,45,15
2,2023-02-26 17:54:07,3.877227,0.124575,3.951986,0.13141,121.87,44,1
3,2023-02-26 17:54:58,3.887819,0.123124,3.941978,0.132436,121.30,44,0
4,2023-02-26 17:55:48,3.891102,0.124325,3.963216,0.126002,119.72,44,0
5,2023-02-26 17:56:37,3.89599,0.118272,3.97726,0.138666,123.45,44,6
6,2023-02-26 17:57:26,3.896394,0.1217,3.914976,0.125401,119.74,44,11
7,2023-02-26 17:58:17,3.888029,0.123049,4.028095,0.135817,122.30,44,13
8,2023-02-26 17:59:07,3.885084,0.126225,3.959342,0.124799,119.75,44,0
9,2023-02-26 17:59:58,3.890675,0.1263,3.988732,0.130208,121.43,44,14
10,2023-02-26 18:00:48,3.877052,0.123274,3.890049,0.130409,122.18,44,13
11,2023-02-26 18:01:38,3.883198,0.1252,3.928185,0.136218,124.47,44,0
12,2023-02-26 18:02:27,3.8809,0.123349,3.975436,0.132612,124.24,44,12
13,2023-02-26 18:03:17,3.874137,0.1238,3.893592,0.13722,123.08,44,11
14,2023-02-26 18:04:08,3.883694,0.1257,3.941106,0.123197,120.88,44,4
15,2023-02-26 18:04:58,3.886806,0.123449,3.962064,0.13121,120.00,44,18
16,2023-02-26 18:05:48,3.884974,0.121173,3.97367,0.126002,122.19,44,0
17,2023-02-26 18:06:37,3.882115,0.1244,4.039163,0.125402,123.35,44,13
18,2023-02-26 18:07:28,3.887044,0.122599,3.934983,0.123798,123.00,44,5
19,2023-02-26 18:08:18,3.885387,0.123699,3.978315,0.132011,120.15,44,4
20,2023-02-26 18:09:08,3.882077,0.126125,3.947629,0.1252,121.96,44,10
21,2023-02-26 18:09:58,3.886987,0.123775,3.960412,0.130809,124.81,44,19
22,2023-02-26 18:10:48,3.892058,0.1208,4.00477,0.134615,125.82,44,20
23,2023-02-26 18:11:39,3.887002,0.122274,3.90481,0.128005,122.21,44,5
24,2023-02-26 18:12:30,3.891645,0.123025,3.926107,0.134615,121.79,44,5
25,2023-02-26 18:13:19,3.891958,0.123175,3.937613,0.13101,123.22,44,0
26,2023-02-26 18:14:10,3.895822,0.123349,3.988469,0.117388,119.55,44,7
27,2023-02-26 18:14:59,3.891052,0.120073,3.921837,0.140425,121.13,44,2
28,2023-02-26 18:15:49,3.876945,0.124125,3.867876,0.141426,121.13,44,4
29,2023-02-26 18:16:39,3.880179,0.123149,4.080629,0.130008,120.68,44,3
30,2023-02-26 18:17:29,3.887288,0.120348,4.045911,0.120393,122.28,44,15
31,2023-02-26 18:18:19,3.891149,0.123199,3.937112,0.132011,121.32,44,9
32,2023-02-26 18:19:09,3.888298,0.12495,3.955842,0.140224,123.70,44,16
33,2023-02-26 18:19:59,3.886841,0.1241,3.923152,0.140425,121.97,44,11
34,2023-02-26 18:20:48,3.882078,0.123124,3.930039,0.132436,122.00,44,7
35,2023-02-26 18:21:38,3.87812,0.1241,3.919346,0.128606,119.65,44,9
36,2023-02-26 18:22:28,3.883439,0.124375,3.951522,0.132011,123.71,44,2
37,2023-02-26 18:23:19,3.887599,0.123825,4.010592,0.130409,121.90,44,7
38,2023-02-26 18:24:09,3.882598,0.12555,3.949552,0.131833,120.54,44,2
39,2023-02-26 18:24:58,3.884326,0.125825,3.932124,0.137862,122.00,44,0
40,2023-02-26 18:25:47,3.88582,0.12425,3.956781,0.126002,121.94,44,0
41,2023-02-26 18:26:37,3.882734,0.126775,4.07989,0.129006,122.92,44,0
42,2023-02-26 18:27:27,3.894773,0.119173,4.05505,0.138021,119.67,44,1
43,2023-02-26 18:28:17,3.8828,0.126401,4.071838,0.123392,120.59,44,10
44,2023-02-26 18:29:06,3.890472,0.123499,3.997042,0.133039,124.53,44,14
45,2023-02-26 18:29:57,3.895273,0.122799,3.939678,0.140224,122.03,44,0
46,2023-02-26 18:30:46,3.887436,0.124525,4.034585,0.132235,119.82,44,0
47,2023-02-26 18:31:36,3.88236,0.121774,3.907389,0.138221,122.19,44,4
48,2023-02-26 18:32:26,3.889353,0.119248,3.939128,0.128005,126.83,44,0
49,2023-02-26 18:33:16,3.872832,0.1248,3.950934,0.134014,125.38,44,20
post,2023-02-26 18:33:21,0,0,0,0,106.32,43,0
