epoch,time,loss,accuracy,val_loss,val_accuracy,gpu_power_W,gpu_temp_C,gpu_util_%
pre,2023-02-28 22:54:30,0,0,0,0,108.14,50,0
0,2023-02-28 22:54:46,5.410118,0.024817,12.5655,0.010506,164.62,56,31
1,2023-02-28 22:54:55,4.197599,0.051024,4.479919,0.043912,189.09,58,11
2,2023-02-28 22:55:04,4.043699,0.076055,4.235782,0.071794,190.84,59,0
3,2023-02-28 22:55:13,3.893728,0.104453,4.3118,0.102505,192.06,59,0
4,2023-02-28 22:55:23,3.756384,0.132594,4.103052,0.107104,192.78,60,0
5,2023-02-28 22:55:32,3.677066,0.152711,7.164949,0.04445,192.94,60,16
6,2023-02-28 22:55:41,3.749311,0.141936,4.918298,0.140625,193.43,61,5
7,2023-02-28 22:55:50,3.503571,0.184495,3.663116,0.164601,193.98,61,22
8,2023-02-28 22:55:59,3.385677,0.21048,4.023915,0.154555,191.87,61,9
9,2023-02-28 22:56:08,3.280458,0.235844,4.125717,0.166756,191.68,60,0
10,2023-02-28 22:56:17,3.243797,0.244677,3.779091,0.199219,191.41,61,21
11,2023-02-28 22:56:27,3.120415,0.27175,3.738017,0.161876,192.56,61,0
12,2023-02-28 22:56:36,3.053809,0.286165,4.219484,0.15827,192.96,61,0
13,2023-02-28 22:56:45,2.961965,0.308179,3.325413,0.244612,192.03,61,0
14,2023-02-28 22:56:54,3.070388,0.285677,3.852793,0.222072,192.06,61,2
15,2023-02-28 22:57:04,3.058181,0.290234,5.880016,0.190059,192.93,61,0
16,2023-02-28 22:57:13,3.001284,0.302613,5.980343,0.065076,192.53,61,0
17,2023-02-28 22:57:22,2.973817,0.307915,7.72264,0.093346,192.87,61,19
18,2023-02-28 22:57:31,2.943399,0.317056,3.856406,0.186415,192.56,61,0
19,2023-02-28 22:57:40,2.86188,0.340813,4.875274,0.225216,193.12,61,0
20,2023-02-28 22:57:49,3.000156,0.304619,3.983046,0.187907,193.98,61,0
21,2023-02-28 22:57:58,2.845886,0.336829,3.211574,0.257947,198.42,61,0
22,2023-02-28 22:58:07,2.867043,0.333649,3.724418,0.256061,193.69,61,9
23,2023-02-28 22:58:17,2.80925,0.350097,3.106073,0.304688,192.99,61,16
24,2023-02-28 22:58:26,2.674052,0.378955,2.999751,0.312365,192.86,61,0
25,2023-02-28 22:58:35,2.756035,0.362735,4.228291,0.162311,198.44,61,0
26,2023-02-28 22:58:44,2.829306,0.345885,4.44564,0.122575,192.76,61,3
27,2023-02-28 22:58:53,2.750185,0.362133,7.137383,0.302874,192.62,61,11
28,2023-02-28 22:59:03,2.606973,0.401909,3.29718,0.318561,192.99,61,18
29,2023-02-28 22:59:12,2.539433,0.418759,5.229316,0.100889,193.30,61,15
30,2023-02-28 22:59:21,2.459108,0.44039,3.041183,0.318966,198.38,61,0
31,2023-02-28 22:59:30,2.588271,0.406178,5.359854,0.264278,193.76,61,0
32,2023-02-28 22:59:39,2.577331,0.412311,3.228661,0.29674,193.29,61,8
33,2023-02-28 22:59:48,2.435039,0.445094,2.862742,0.417834,193.55,61,0
34,2023-02-28 22:59:58,2.467469,0.44005,10.214375,0.021282,192.23,61,0
35,2023-02-28 23:00:07,3.483737,0.202066,8.475677,0.198346,192.05,61,0
36,2023-02-28 23:00:16,2.974534,0.31058,3.289241,0.257543,194.22,61,10
37,2023-02-28 23:00:25,2.854124,0.341013,3.50001,0.22885,194.24,61,14
38,2023-02-28 23:00:34,2.686237,0.377837,4.751012,0.327684,194.40,61,0
39,2023-02-28 23:00:43,2.859837,0.341546,4.345031,0.119612,193.65,61,18
40,2023-02-28 23:00:53,2.979162,0.309835,2.934746,0.336207,193.97,61,2
41,2023-02-28 23:01:02,2.662782,0.385746,2.955526,0.397091,199.72,61,0
42,2023-02-28 23:01:11,2.50895,0.426324,2.672137,0.396282,194.14,61,20
43,2023-02-28 23:01:20,2.433911,0.450224,2.687297,0.443561,193.55,61,0
44,2023-02-28 23:01:29,2.339917,0.474359,11.694518,0.082166,193.17,61,23
45,2023-02-28 23:01:38,2.488483,0.433345,3.181382,0.422818,193.79,61,24
46,2023-02-28 23:01:47,2.502589,0.433861,3.180219,0.382457,198.29,61,0
47,2023-02-28 23:01:57,2.427339,0.448003,2.442621,0.457031,192.90,60,0
48,2023-02-28 23:02:06,2.363129,0.472527,4.191815,0.47077,192.87,60,0
49,2023-02-28 23:02:15,2.268969,0.493982,3.113781,0.435749,193.24,60,0
post,2023-02-28 23:02:20,0,0,0,0,111.93,53,0
