epoch,timestamp,accuracy,loss,val_accuracy,val_loss
0,2022-12-05 22:32:04,0.109375,2.4110944271087646,0.10356404632329941,2.405926465988159
1,2022-12-05 22:32:35,0.125,2.396723508834839,0.10821280628442764,2.3910224437713623
2,2022-12-05 22:33:06,0.14453125,2.3820641040802,0.12525826692581177,2.378488779067993
