epoch,time,loss,accuracy,val_loss,val_accuracy,gpu_power_W,gpu_temp_C,gpu_util_%
pre,2023-02-26 19:39:31,0,0,0,0,108.37,49,0
0,2023-02-26 19:40:09,5.659657,0.027984,4.22506,0.039263,123.18,47,0
1,2023-02-26 19:40:34,4.106364,0.061649,3.991011,0.083734,123.04,47,0
2,2023-02-26 19:40:59,3.978224,0.075691,4.026192,0.077324,121.79,47,0
3,2023-02-26 19:41:25,3.934848,0.083125,3.903295,0.091346,122.81,46,0
4,2023-02-26 19:41:50,3.874871,0.090233,3.952449,0.100361,122.22,46,0
5,2023-02-26 19:42:15,3.80519,0.102348,3.834761,0.117788,122.32,46,0
6,2023-02-26 19:42:41,3.716473,0.117866,3.915515,0.119391,121.87,45,0
7,2023-02-26 19:43:04,3.61221,0.135362,3.712941,0.15024,121.61,46,0
8,2023-02-26 19:43:29,3.505002,0.154836,3.588116,0.152845,121.39,46,0
9,2023-02-26 19:43:55,3.411062,0.174534,3.502254,0.184495,121.88,45,0
10,2023-02-26 19:44:20,3.303771,0.188952,3.264548,0.201723,121.36,45,0
11,2023-02-26 19:44:44,3.201252,0.213531,3.77822,0.220152,123.13,45,0
12,2023-02-26 19:45:09,3.08626,0.231578,3.37535,0.205329,121.61,45,0
13,2023-02-26 19:45:35,2.985956,0.250275,3.432342,0.253405,122.33,45,0
14,2023-02-26 19:45:59,2.858872,0.275606,3.281826,0.286859,122.36,45,0
15,2023-02-26 19:46:24,2.742794,0.29915,4.14676,0.280849,121.20,45,0
16,2023-02-26 19:46:49,2.629006,0.322036,3.338554,0.30623,121.64,45,0
17,2023-02-26 19:47:13,2.501182,0.346941,2.892964,0.371561,122.31,45,0
18,2023-02-26 19:47:38,2.361139,0.3792,3.916842,0.363782,120.62,45,0
19,2023-02-26 19:48:04,2.225901,0.408941,2.571564,0.376402,119.63,45,0
20,2023-02-26 19:48:28,2.095472,0.439828,2.815993,0.39403,121.86,45,0
21,2023-02-26 19:48:52,1.961072,0.469625,2.569036,0.441306,120.36,45,0
22,2023-02-26 19:49:17,1.805412,0.509587,3.110226,0.490585,118.00,45,0
23,2023-02-26 19:49:42,1.649426,0.547432,2.291617,0.492588,121.21,45,0
24,2023-02-26 19:50:07,1.481894,0.589282,2.994491,0.510817,122.71,45,0
25,2023-02-26 19:50:31,1.342887,0.622297,2.658165,0.490785,120.52,45,0
26,2023-02-26 19:50:56,1.17546,0.669478,3.094388,0.528245,119.96,45,0
27,2023-02-26 19:51:20,1.042545,0.709276,2.198699,0.550881,122.21,45,0
28,2023-02-26 19:51:45,0.905501,0.745119,2.822335,0.579728,120.41,45,0
29,2023-02-26 19:52:10,0.784266,0.778009,5.716653,0.584736,122.00,45,0
30,2023-02-26 19:52:35,0.67656,0.810498,5.548697,0.572917,122.41,45,0
31,2023-02-26 19:53:01,0.584876,0.834602,4.941525,0.598558,121.46,45,0
32,2023-02-26 19:53:26,0.486907,0.865514,5.975229,0.602364,118.74,45,0
33,2023-02-26 19:53:51,0.448375,0.872847,5.571659,0.58153,118.95,45,0
34,2023-02-26 19:54:17,0.385169,0.892096,7.18467,0.615585,120.35,45,0
35,2023-02-26 19:54:42,0.341278,0.90401,8.955948,0.661458,121.86,45,0
36,2023-02-26 19:55:07,0.312588,0.911243,6.711238,0.636418,121.61,45,0
37,2023-02-26 19:55:32,0.287489,0.917977,5.807085,0.609575,122.31,45,0
38,2023-02-26 19:55:57,0.282363,0.918752,4.813164,0.694912,120.20,45,0
39,2023-02-26 19:56:22,0.23697,0.934171,5.229711,0.661659,118.01,45,0
40,2023-02-26 19:56:46,0.237381,0.931793,3.629357,0.636819,121.60,45,0
41,2023-02-26 19:57:11,0.252965,0.92526,4.69808,0.671274,121.02,45,0
42,2023-02-26 19:57:35,0.205409,0.941254,2.830391,0.660857,121.51,45,0
43,2023-02-26 19:58:00,0.200754,0.941625,4.205028,0.669271,122.12,45,0
44,2023-02-26 19:58:25,0.189545,0.945025,6.262833,0.647436,120.18,45,0
45,2023-02-26 19:58:49,0.184134,0.944975,3.423412,0.676282,120.59,45,0
46,2023-02-26 19:59:13,0.189422,0.943257,9.770013,0.701322,120.10,45,0
47,2023-02-26 19:59:39,0.177308,0.947562,4.693027,0.665865,118.76,45,0
48,2023-02-26 20:00:03,0.173965,0.948914,4.537282,0.677484,122.47,45,0
49,2023-02-26 20:00:27,0.135642,0.960625,4.110352,0.69391,122.01,45,0
post,2023-02-26 20:00:32,0,0,0,0,106.73,44,0
