epoch,time,loss,accuracy,val_loss,val_accuracy,gpu_power_W,gpu_temp_C,gpu_util_%
pre,2023-02-27 09:11:23,0,0,0,0,105.75,44,0
0,2023-02-27 09:12:23,5.188659,0.021119,4.76651,0.01055,121.49,44,0
1,2023-02-27 09:13:09,4.271729,0.032793,4.527961,0.015491,120.94,45,0
2,2023-02-27 09:13:56,4.116573,0.050612,5.248698,0.03125,119.14,45,0
3,2023-02-27 09:14:44,3.978303,0.074012,4.269097,0.038595,118.35,44,0
4,2023-02-27 09:15:29,3.878202,0.090649,4.265675,0.046341,123.15,45,0
5,2023-02-27 09:16:15,3.80137,0.101452,4.384293,0.056611,120.05,44,0
6,2023-02-27 09:17:03,3.761008,0.107318,4.459218,0.048077,117.10,44,0
7,2023-02-27 09:17:50,3.720922,0.115769,5.128606,0.03125,120.58,44,4
8,2023-02-27 09:18:37,3.687825,0.120885,21.116253,0.009482,119.19,44,0
9,2023-02-27 09:19:24,3.670241,0.121629,4.055731,0.073451,121.28,44,0
10,2023-02-27 09:20:10,3.663391,0.124257,4.784706,0.02938,118.47,44,0
11,2023-02-27 09:20:57,3.641052,0.128485,4.399664,0.049412,116.99,44,0
12,2023-02-27 09:21:44,3.628539,0.132173,4.077065,0.061966,117.05,44,1
13,2023-02-27 09:22:31,3.6288,0.130344,5.133213,0.023237,118.16,44,0
14,2023-02-27 09:23:17,3.616546,0.132316,4.243824,0.062099,119.67,44,0
15,2023-02-27 09:24:04,3.616994,0.131373,5.613198,0.02297,116.62,44,0
16,2023-02-27 09:24:52,3.61232,0.134345,4.677668,0.042869,119.56,44,0
17,2023-02-27 09:25:38,3.6064,0.136974,4.878456,0.022837,115.86,44,0
18,2023-02-27 09:26:26,3.605406,0.134717,4.99586,0.022703,117.10,44,0
19,2023-02-27 09:27:13,3.608762,0.134431,5.557492,0.017628,116.82,44,0
20,2023-02-27 09:27:59,3.596442,0.13634,5.289229,0.024973,119.10,44,0
21,2023-02-27 09:28:46,3.60305,0.13534,7.723491,0.023371,117.60,44,0
22,2023-02-27 09:29:33,3.601366,0.135598,5.135734,0.024573,118.17,44,0
23,2023-02-27 09:30:19,3.619433,0.136974,5.074286,0.028846,119.21,44,2
24,2023-02-27 09:31:05,3.616345,0.137997,6.673594,0.02484,116.89,44,0
25,2023-02-27 09:31:51,3.618093,0.137454,4.828961,0.032789,120.89,44,0
26,2023-02-27 09:32:38,3.625035,0.138146,4.857756,0.029781,119.46,44,0
27,2023-02-27 09:33:24,3.619992,0.134288,4.999132,0.040198,118.42,45,0
28,2023-02-27 09:34:11,3.622111,0.135826,5.090244,0.026709,117.66,45,1
29,2023-02-27 09:34:58,3.625327,0.137031,5.914313,0.01696,118.64,45,0
30,2023-02-27 09:35:44,3.633199,0.136717,5.34799,0.024706,117.76,45,0
31,2023-02-27 09:36:31,3.638066,0.134202,5.700571,0.010016,118.58,45,0
32,2023-02-27 09:37:19,3.644019,0.137597,4.571898,0.027778,119.95,45,0
33,2023-02-27 09:38:05,3.646484,0.135026,5.408537,0.01656,118.95,45,0
34,2023-02-27 09:38:51,3.658778,0.133288,5.750009,0.019138,120.47,45,0
35,2023-02-27 09:39:37,3.665219,0.13277,6.375033,0.008814,120.34,45,0
36,2023-02-27 09:40:24,3.669635,0.13283,6.832023,0.010439,117.35,46,0
37,2023-02-27 09:41:11,3.670166,0.135288,5.35536,0.018603,119.65,46,0
38,2023-02-27 09:41:57,3.674526,0.137169,5.839994,0.016693,120.93,46,2
39,2023-02-27 09:42:43,3.68469,0.133316,5.817859,0.017094,119.39,46,1
40,2023-02-27 09:43:29,3.701233,0.132084,6.038486,0.015391,118.98,46,2
41,2023-02-27 09:44:14,3.702181,0.13237,6.575821,0.01469,121.79,46,0
42,2023-02-27 09:45:01,3.71503,0.128401,5.738682,0.010684,120.83,46,5
43,2023-02-27 09:45:47,3.717446,0.127515,9.582608,0.011911,118.42,46,0
44,2023-02-27 09:46:33,3.727082,0.130287,5.306544,0.010037,119.19,46,0
45,2023-02-27 09:47:19,3.738979,0.127601,4.775721,0.016328,118.13,46,0
46,2023-02-27 09:48:06,3.753608,0.124286,6.593909,0.012045,118.86,46,0
47,2023-02-27 09:48:53,3.761242,0.123457,6.530983,0.009482,118.72,46,0
48,2023-02-27 09:49:39,3.77789,0.123572,9.795553,0.01151,120.05,46,0
49,2023-02-27 09:50:26,3.782162,0.122142,7.697349,0.010016,119.06,46,4
post,2023-02-27 09:50:31,0,0,0,0,106.47,45,0
